"cod_est","descripcion"
"11140956","VINO TINTO D.O.SOMONTANO"
"11140962","VINO TINTO OTRAS DO CATALANAS"
"11140963","VINO TINTO D.O. TORO "
"11140969","VINO TINTO D.O. GALLEGAS"
"11140970","V. TINTO D.O. VALDEPEÑAS JOVEN"
"11140971","V.TINTO D.O.VALDEPEÑAS CRIANZA"
"11140972","V.TINTO DO VALDEPEÑAS RVA-GRVA"
"11140979","V.TINTO VINOS LA TIERRA"
"11140983","VINO TINTO OTRAS ZONAS "
"11141303","MOSCATELES"
"11141310","FINO"
"11141315","MANZANILLA"
"11141325","OPORTO"
"11141390","OTROS GENEROSOS"
"11141398","OTROS DULCES"
"11141605","VINO AGUJA/GASIFICADO BLANCO"
"11141610","VINO AGUJA/GASIFICADO ROSADO"
"11141615","VINO AGUJA/GASIFICADO TINTO"
"11141620","VINO AGUJA/GASIFICADO OTROS"
"11141805","VINO SIN ALCOHOL BLANCO"
"11141815","VINO SIN ALCOHOL TINTO"
"11160101","CHAMPAGNES"
"11160103","OTROS ESPUMOSOS EXTRANJEROS"
"11160301","CAVAS BRUT NATURE"
"11160303","CAVAS BRUT"
"11160305","ESPUMOSOS SIN ALCOHOL"
"11160307","CAVAS SECOS SEMISECOS Y DULCES"
"11160309","CAVAS ROSADOS"
"11160311","CAVAS MEDIANOS Y MINIS"
"11160313","OTROS TIPOS DE ESPUMOSOS"
"11160501","SIDRAS ACHAMPANADAS EXTRA"
"11160503","SIDRAS NATURALES"
"11160510","OTRAS SIDRAS ACHAMPANADAS"
"11180101","ANIS SECO Y DULCE"
"11180303","GINEBRA ESTANDAR"
"11180310","GINEBRA PREMIUM"
"11180320","GINEBRA SABORES"
"11180501","RON BLANCO"
"11180505","RON OSCURO ESTANDAR"
"11180507","RON OSCURO PREMIUM"
"11180705","VODKA SABORES"
"11180710","VODKA ESTANDAR"
"11180715","VODKA PREMIUM"
"11180801","TEQUILA REPOSADO"
"11180805","TEQUILA BLANCO"
"11180901","AGUARDIENTES Y ORUJOS HIERBAS"
"11180910","AGUARDIENTES Y ORUJOS BLANCOS"
"11181101","BEBIDA ESPIRITUOSA"
"11181103","BRANDY"
"11181110","COGNAC Y ARMAGNAC"
"11181303","WHISKY STANDARD"
"11181305","WHISKY PREMIUM"
"11181309","WHISKY AMERICANO"
"11181501","PATXARAN SIN I.G.P."
"11181502","PATXARAN CON I.G.P."
"11181503","PONCHE"
"11181701","LICOR FRUTAS"
"11181715","LICOR BASE WHISKY"
"11181720","LICOR FRUTOS SECOS"
"11181725","LICOR CON CAFE"
"11181901","LICOR SIN ALCOHOL"
"11181907","LICOR BAJO EN ALCOHOL"
"11182315","READY TO SERVE"
"11182320","READY TO DRINK"
"11182501","VERMOUTH ROJO"
"11182503","VERMOUTH BLANCO"
"11182510","VERMOUTH APERITIVOS (AMARGOS)"
"11182805","CREMAS BASE ORUJO"
"11182810","CREMAS BASE WHISKY"
"11182815","CREMAS RESTO"
"12410111","DETERGENTE POLVO HASTA 40"
"12410115","DETERGENTE POLVO MAS DE 40"
"12410311","DET.LIQU.DIARIO-BLANCO HASTA30"
"12410313","DET.LIQU.DIARIO-BLANCO 30 A 40"
"12410315","DET.LIQU.DIARIO-BLANCO MAS 40"
"12410320","COLOR"
"12410330","DET. LIQUIDO DEPORTE"
"12410335","DET. LIQUIDO ECOLOGICO"
"12410340","DET. LIQ. DELICADAS-BEBE"
"12410507","DET.CAP DIARIO-BLANCO HASTA 30"
"12410509","DET.CAP DIARIO-BLANCO MAS 30"
"12410515","COLOR"
"12410520","DET. CAP. RESTO COLADAS"
"12410901","DETERGENTE TABLETAS TABLETAS"
"12411107","D.JABONERIA NATURAL NATURAL"
"12430107","SUAVIZANTES ESTANDAR AZUL"
"12430109","SUAVIZANTES ESTANDAR BLANCO"
"12430115","SUAVIZANTES ESTANDAR RESTO"
"12431505","SUAVIZANTES PREMIUM AZUL"
"12431510","SUAVIZANTES PREMIUM BLANCO"
"12431515","SUAVIZANTES PREMIUM RESTO"
"12450201","C/ APLICADOR TUBO CLASICO"
"12450205","C/ APLICADOR TARRO CLASICO"
"12450209","C/ APLICADOR TARRO NEUTRO"
"12450211","C/ APLICADOR TUBO NEUTRO"
"12450213","C/ APLICADOR ESPONJA CLASICO"
"12450217","C/ APLICADOR ESPONJA NEUTRO"
"12450401","TRATAMIENTO PIEL"
"12450403","TRATAMIENTO DESODORANTE"
"12450407","TRATAMIENTO OTROS"
"12451201","CEPILLOS CALZADO"
"12451401","S/ APLICADOR TINTES"
"12451403","S/ APLICADOR LATA CLASICO"
"12451410","S/ APLICADOR LATA NEUTRO"
"12470307","CON DETERGENTE PEQUEÑA"
"12470309","CON DETERGENTE GRANDE"
"12470701","LAVADORA PEQUEÑA"
"12470703","LAVADORA GRANDE"
"12470901","MULTIUSOS PEQUEÑA"
"12470903","MULTIUSOS GRANDE"
"12500301","LIMPIADOR GENERAL"
"12500303","QUITAGRASAS GENERAL"
"12500305","VITRO INDUCCION BOTELLA"
"12500307","ELECTRODOMESTICOS"
"12500320","VITRO INDUCCION SPRAY"
"12500325","COCINA ECOLOGICO"
"12500501","RESTO SUPERFICIES MULTI BOTELL"
"12500503","RESTO SUPERFICIES ANTICAL"
"12500519","TUBERIAS Y FOSAS DESATASCOS"
"12500521","WC LIMPIADORES PERFUMADOS"
"12500523","WC COLGADORES SOLIDOS UD"
"12500526","RESTO SUPERFICIES MULTI SPRAY"
"12500529","WC LIMPIADORES LEJIA"
"12500532","WC COLGADORES LIQUIDOS"
"12500535","WC COLGADORES DISCOS"
"12500538","WC COLGADORES SOLIDOS DUPLOS"
"12500541","TUBERIAS Y FOSAS MANTENIMIENTO"
"12500544","BAÑO ECOLOGICO"
"12501901","LIMPIAHOGAR GENERAL PERFUMADO"
"12501906","LIMPIAHOGAR TRADICIONAL"
"12501909","FRIEGASUELOS"
"12501912","LIMPIAHOGAR GENERAL BIOALCOHOL"
"12501918","LIMPIAHOGAR GRAL DESINFECCION"
"12501921","LIMPIAHOGAR GENERAL ECOLOGICO"
"12501924","MADERA"
"12501927","TERRAZO Y BALDOSAS"
"12501930","MARMOL Y PARQUET"
"12501935","LIMPIAHOGAR MULTIUSOS SPRAY"
"12502101","MUEBLES LIMPIADOR"
"12502102","CRISTALES"
"12502103","MULTIUSOS SPRAY"
"12502106","JUNTAS"
"12502110","MULTIUSOS TOALLITAS Y OTROS"
"12502115","MUEBLES REPARADOR"
"12502120","ACERO Y METALES"
"12502125","ZONAS ESPECÍFICAS ECOLOGICO"
"12502503","BAÑO MULTISUPERFICIES SPRAY"
"12502506","BAÑO ANTICAL"
"12502509","BAÑO TUBERIAS Y FOSAS"
"12502512","COCINA QUITAGRAS GENERAL"
"12502515","COCINA VITRO INDUCCION"
"12502518","COCINA ELECTRODOMESTICOS"
"12502521","RESTO HOGAR MADERA"
"12502527","ZONAS ESPECIFICAS MUEBLES"
"12502533","ZONAS ESPECIFICAS JUNTAS"
"12502536","ZONAS ESPECIFICAS CRISTALES"
"12502539","ZONAS ESPECIFICAS MULTIUSOS"
"12530212","AUTOMATICOS RECAMBIO UNITARIO"
"12530215","AUTOMATICOS APARATO"
"12530218","AUTOMATICOS RECAMBIO PACK"
"12530221","ELECTRICOS RECAMBIO UNITARIO"
"12530224","ELECTRICOS APARATO"
"12530227","ELECTRICOS RECAMBIO PACK"
"12530230","ANTIHUMEDAD"
"12530233","SOBRES"
"12530236","VARITAS"
"12530239","VELAS"
"12530242","GELES/LIQUIDOS DECORATIVOS"
"12530245","GELES/LIQUIDOS BASICOS"
"12530248","COCHE PINZA"
"12530251","COCHE COLGANTE"
"12531505","INSTANTANEOS MINISPRAYS"
"12531510","INSTANTANEOS AEROSOLES SPRAY"
"12531515","INSTANTANEOS AEROSOLES PISTOLA"
"12550101","VOLADORES ELECTRICO LIQUIDO"
"12550103","VOLADORES ELECTRICO PASTILLAS"
"12550107","VOLADORES AEROSOL"
"12550115","VOLADORES OTROS"
"12550301","NO VOLADORES AEROSOL"
"12550303","NO VOLADORES TRAMPAS"
"12550307","NO VOLADORES OTROS"
"12550310","NO VOLADORES RATICIDAS"
"12550511","ANTIPOLILLAS NO COLGAR"
"12550513","ANTIPOLILLAS COLGAR"
"12570101","MANO DILUIDO"
"12570125","CONCENTRADO VERDE MAS 1000"
"12570130","CONCENTRADO ECOLOGICO"
"12570135","CONCENTRADO LIMON"
"12570140","CONCENTRADO VERDE HASTA 1000ML"
"12570145","CONCENTRADO OTROS HASTA 750ML"
"12570155","CONCENTRADO OTROS MAS DE 750ML"
"12570301","MAQUINA POLVO"
"12570307","MAQUINA ADITIVOS ABRILLANTADOR"
"12570309","MAQUINA ADITIVOS SAL"
"12570313","MAQUINA ADITIVOS AMBIENTADOR"
"12570316","LIQUIDO MENOS 50 DOSIS"
"12570319","LIQUIDO DESDE 50 DOSIS"
"12570322","ADITIVOS LIMPIAMAQUINA"
"12570325","ECOLOGICO"
"12570328","MONODOSIS PREMIUM HASTA 30"
"12570331","MONODOSIS NORMAL HASTA 30"
"12570334","MONODOSIS NORMAL DE 31 A 50"
"12570337","MONODOSIS NORMAL MAS DE 50"
"12570340","MONODOSISPREMIUM MAS DE 30"
"12590101","RECAMBIO FREGONA HILO MF"
"12590105","RECAMBIO FREGONA TIRAS MF"
"12590109","RECAMBIO FREGONA TIRAS SINTE."
"12590111","RECAMBIO FREGONA OTROS"
"12590113","FREGONAS JUEGO COMPLETO"
"12590115","CUBOS"
"12590311","MOPAS RECAMBIOS"
"12590313","MOPAS JUEGO COMPLETO"
"12590501","ESTROPAJOS FIBRA VERDE"
"12590503","ESTROPAJOS FIBRA AZUL"
"12590509","ESTROPAJOS BAÑO"
"12590511","ESTROPAJOS INOX"
"12590514","ESTROPAJOS OTROS"
"12590515","ESTROPAJOS SOLO FIBRA"
"12590516","SALVAUÑAS VERDE"
"12590517","SALVAUÑAS AZUL"
"12590701","BAYETA COCINA, BAÑO, CRISTALES Y ESPEJOS"
"12590703","BAYETA MUEBLES Y POLVO"
"12590705","BAYETA MULTIUSOS SINTÉTICA"
"12590707","BAYETA MULTIUSOS MICROFIBRA"
"12590711","BAYETA POSAVAJILLAS"
"12590725","BAYETAS OTROS"
"12591301","PLUMERO COMPLETO"
"12591303","RECAMBIO PLUMERO"
"12591501","ESCOBA COMPLETA"
"12591503","RECAMBIO ESCOBA"
"12591505","RECOGEDORES Y PALAS"
"12591603","PALOS 140CM"
"12591605","PALOS OTROS"
"12592005","CEPILLOS"
"12592305","PALANGANAS Y BARREÑOS"
"12592605","G. REUTILIZABLES ESPECIALES"
"12592610","G. REUTILIZABLES BASICOS T-P"
"12592615","G. REUTILIZABLES BASICOS T-M"
"12592620","G. REUTILIZABLES BASICOS T-G"
"12592625","GUANTES DESECHABLES T-P"
"12592630","GUANTES DESECHABLES T-M"
"12592635","GUANTES DESECHABLES T-G"
"12592905","LIMPIACRISTALES"
"12592910","SUJETAPALOS"
"12592915","QUITAPELUSAS"
"12592920","OTROS UTILES LIMPIEZA"
"12610101","ALUMINIO"
"12610201","PAPEL DE HORNO ROLLO"
"12610202","PAPEL DE HORNO HOJAS"
"12610301","FILM"
"12650101","P.H. SECO BASICO 2C NORMAL"
"12650103","P.H. SECO BASICO 2C LARGO"
"12650105","P.H.SECO CUIDADO 3C O MAS NORM"
"12650501","P.H. HUMEDO ADULTO NORMAL"
"12650503","P.H. HUMEDO JUNIOR NORMAL"
"12670109","ROLLO COCINA NORMAL"
"12670111","ROLLO COCINA LARGO"
"12670113","ROLLO COCINA ESPECIAL"
"12670115","ROLLO COCINA GIGANTE"
"12670301","SERVILLETA NORMAL"
"12670302","SERVILLETA ESPECIAL"
"12670304","SERVILLETA EVENTOS"
"12690701","PAÑUELOS BASICOS"
"12690703","PAÑUELOS CUIDADO"
"12690710","PAÑUELOS INFANTILES/DECORADOS"
"12691101","FACIALES BASICOS"
"12691103","FACIALES CUIDADO"
"12691110","FACIALES INFANTILES/DECORADOS"
"12710101","BOLSAS DE BASURA 10L Y MINIS"
"12710201","BOLSAS DE BASURA 20L MULTIUSOS"
"12710301","BOLSAS DE BASURA 30L MULTIUSOS"
"12710302","BOLSAS DE BASURA 30L PERFUMADA"
"12710305","BOLSAS DE BASURA 30L RECICLAJE"
"12710401","BOLSAS DE BASURA 50L"
"12710701","BOLSAS DE BASURA 100L"
"12740505","ANTICAL POLVO"
"12740510","ANTICAL LIQUIDO"
"12740515","LIMPIAMAQUINAS"
"12741005","COLOR"
"12741010","BLANCO"
"12741505","AGUA DESTILADA"
"12741510","VARIOS"
"12742005","ESPECIFICOS"
"12742010","PRE LAVADO SECO"
"12742015","PRE LAVADO LIQUIDO"
"12742020","LAVADO BLANCO LIQUIDO"
"12742025","LAVADO BLANCO POLVO"
"12742030","LAVADO COLOR LIQUIDO"
"12742035","LAVADO COLOR POLVO"
"12742040","DESINFECCION"
"12742505","DESTEÑIDOS"
"12742510","TINTES"
"12770505","BOLSAS DE CONSERVACION"
"12770510","BOLSAS DE CONGELACION"
"12770515","BOLSAS OTRAS"
"12771005","PALILLOS Y BROCHETAS"
"12771505","FILTROS DE CAFETERA"
"12772005","FOSFOROS Y ENCENDEDORES"
"12772505","MOLDES"
"13490101","CHAMPU ACABADO BRILLO"
"13490103","CHAMPU ACABADO LISO"
"13490105","CHAMPU ACABADO RIZOS"
"13490107","CHAMPU ACABADO VOLUMEN"
"13490111","CHAMPU CABELLO DAÑADO"
"13490113","CHAMPU CABELLO TEÑIDO"
"13490115","CHAMPU CABELLO GRASO"
"13490117","CHAMPU CABELLO NORMAL"
"13490119","CHAMPU CABELLO SECO"
"13490121","CHAMPU FAMILIAR"
"13490123","CHAMPU INFANTIL"
"13490125","CHAMPU HOMBRE"
"13490130","CHAMPU CABELLO SENSIBLE"
"13490133","CHAMPU LIMPIEZA EN SECO"
"13490136","CHAMPU TRATAMIENTO ANTICAIDA"
"13490139","CHAMPU TRATA.ANTICA.CAB.DAÑADO"
"13490142","CHAMPU TRATA.ANTICA.CAB.GRASO"
"13490145","CHAMPU TRATA.ANTICA.CAB.NORMAL"
"13490148","CHAMPU TRATA.ANTICA.CAB.SECO"
"13490151","CHAMPU TRATA.ANTICA.CAB.SENSI."
"13490154","CHAMPU TRATAMIENTO ANTIEDAD"
"13490301","ACONDICIONADOR ACABADO BRILLO"
"13490303","ACONDICIONADOR ACABADO LISO"
"13490305","ACONDICIONADOR ACABADO RIZOS"
"13490307","ACONDICIONADOR ACABADO VOLUMEN"
"13490311","ACONDICIONADOR CABELLO DAÑADO"
"13490313","ACONDICIONADOR CABELLO TEÑIDO"
"13490315","ACONDICIONADOR CABELLO GRASO"
"13490317","ACONDICIONADOR CABELLO NORMAL"
"13490319","ACONDICIONADOR CABELLO SECO"
"13490323","ACONDICIONADOR INFANTIL"
"13490330","ACONDICIONA.CABELLO SENSIBLE"
"13490333","ACONDICIONA.TRATAMIE.ANTICAIDA"
"13490336","ACONDICIONA.TRATAMIE.ANTIEDAD"
"13490501","MASCARILLA ACABADO BRILLO"
"13490503","MASCARILLA ACABADO LISO"
"13490505","MASCARILLA ACABADO RIZOS"
"13490507","MASCARILLA ACABADO VOLUMEN"
"13490511","MASCARILLA CABELLO DAÑADO"
"13490513","MASCARILLA CABELLO TEÑIDO"
"13490517","MASCARILLA CABELLO NORMAL"
"13490519","MASCARILLA CABELLO SECO"
"13490527","MASCARILLA CABELLO SENSIBLE"
"13490530","MASCARILLA TRATAMIE.ANTICAIDA"
"13490536","MASCARILLA TRATAMIE.ANTIEDAD"
"13491210","SERUM ACABADO LISO"
"13491215","SERUM ACABADO DAÑADO"
"13491505","CREMA ACABADO LISO"
"13491510","CREMA ACABADO RIZOS"
"13491520","CREMA CABELLO DAÑADO"
"13491525","CREMA CABELLO SECO"
"13491805","SPRAY ACABADO BRILLO"
"13491810","SPRAY ACABADO RIZOS"
"13491820","SPRAY CABELLO DAÑADO"
"13492105","ACEITE CABELLO DAÑADO"
"13492110","ACEITE CABELLO SECO"
"13492410","LOCION CABELLO DAÑADO"
"13492415","LOCION CABELLO SECO"
"13492425","LOCION TRATAMIENTO ANTICAIDA"
"13492435","LOCION TRATAMIENTO ANTIEDAD"
"13492705","AMPOLLAS CABELLO DAÑADO"
"13492710","AMPOLLAS TRATAMIENTO ANTICAIDA"
"13493005","PROTECTOR TERMICO CAB.DAÑADO"
"13493305","OTROS USOS CABELLO LISO"
"13510101","LACA ACABADO EXTRAFUERTE"
"13510103","LACA ACABADO FUERTE"
"13510105","LACA ACABADO LISO"
"13510107","LACA ACABADO NORMAL"
"13510109","LACA ACABADO RIZOS"
"13510111","LACA ACABADO TEÑIDOS"
"13510113","LACA ACABADO VOLUMEN"
"13510301","ESPUMA ACABADO EXTRAFUERTE"
"13510305","ESPUMA ACABADO LISO"
"13510311","ESPUMA ACABADO RIZOS"
"13510315","ESPUMA ACABADO VOLUMEN"
"13510501","GEL ACABADO EXTRAFUERTE"
"13510503","GEL ACABADO FUERTE"
"13510505","GEL ACABADO HÚMEDO"
"13510507","GEL ACABADO EXTREMO"
"13511005","CERA ACABADO MATE"
"13511010","CERA ACABADO BRILLO"
"13511505","CREMA ACABADO DESPEINADO"
"13511510","CREMA ACABADO RIZOS"
"13511515","CREMA ACABADO TUPE"
"13512005","AGUA DE PEINADO ACABADO RIZOS"
"13512505","VARIOS"
"13520101","ACEITES"
"13520301","COLONIAS"
"13520501","CREMAS PROTECTORAS"
"13520701","CUIDADO CAPILAR"
"13520901","CUIDADOS BEBE"
"13521501","GELES Y JABONES"
"13521701","LOCIONES Y CREMAS HIDRATANTES"
"13522101","TALCO"
"13522301","CUIDADO MATERNO"
"13522302","LACTANCIA"
"13530101","COLORACIÓN PERMANENTE CAOBAS-ROJIZOS"
"13530105","COLORACIÓN PERMANENTE NEGROS"
"13530115","COLORACION PERM. CASTAÑO OSCUR"
"13530120","COLORACION PERM. CASTAÑO MEDIO"
"13530125","COLORACION PERM. CASTAÑO CLARO"
"13530130","COLORACION PERMAN.RUBIO OSCURO"
"13530135","COLORACION PERMAN.RUBIO MEDIO"
"13530140","COLORACION PERMAN.RUBIO CLARO"
"13530145","COLORACION PERMAN.MUY CLARO"
"13530303","COLORACION SEMIPER.CASTAÑOS"
"13530305","COLORACION SEMIPER.NEGROS"
"13530307","COLORACION SEMIPER.RUBIOS"
"13530501","COLORACIÓN NO PERMANENTE CAOBAS-ROJIZOS"
"13530507","COLORACIÓN NO PERMANENTE RUBIOS"
"13530701","ACLARANTES"
"13530703","DECOLORANTES"
"13530705","MECHAS"
"13530715","QUITAMANCHAS"
"13530720","UTILES"
"13530901","COLORACIÓN PERMANENTE SIN AMONIACO CAOBAS-ROJIZOS"
"13530903","COLORACIÓN PERMANENTE SIN AMONIACO CASTAÑOS"
"13530905","COLORACIÓN PERMANENTE SIN AMONIACO NEGROS"
"13530907","COLORACIÓN PERMANENTE SIN AMONIACO RUBIOS"
"13531505","COLORACION MASCULINA NEGROS"
"13531510","COLORACION MASCULINA CASTAÑOS"
"13532005","RETOCA RAICES CAOBAS-ROJIZOS"
"13532010","RETOCA RAICES CASTAÑOS"
"13532015","RETOCA RAICES NEGROS"
"13532020","RETOCA RAICES RUBIOS"
"13550110","UTILES CABE.ADULTO CEP.ESQUELE"
"13550113","UTILES CABE.ADULTO CEP.NEUMATI"
"13550116","UTILES CABE.ADULTO CEP.TERMICO"
"13550119","UTILES CABE.ADULTO CEP.RAQUETA"
"13550122","UTILES CABE.ADULTO CEP.REDONDO"
"13550125","UTILES CAB.ADUL.PEINE FAMILIAR"
"13550128","UTILES CAB.ADULTO PEINE MECHAS"
"13550131","UTILES CAB.ADULTO PEINE RIZOS"
"13550134","UTILES CAB.ADUL.PEINE ESCARPID"
"13550137","UTILES CAB.ADUL-PEINE AHUECADO"
"13550140","UTILES CABELLO ADULTO RULOS"
"13550143","UTILES CABELLO ADULTO VARIOS"
"13550301","UTILES CABELLO INFANT.CEPILLOS"
"13550303","UTILES CABELLO INFANT.PEINES"
"13551505","ACCESORIOS CAB.ADUL.HORQUILLAS"
"13551510","ACCESORIOS CAB.ADULTO CINTAS"
"13551515","ACCESORIOS CAB.ADULTO COLETERO"
"13551525","ACCESORIOS CAB.ADULTO GOMAS"
"13551530","ACCESORIOS CAB.ADULTO PASADOR"
"13551535","ACCESORIOS CAB.ADULTO PINZAS"
"13551540","ACCESORIOS CAB.ADULTO RANAS"
"13551545","ACCESORIOS CABELLO ADULTO CLIC"
"13552010","ACCESORIOS CAB.INFANT.DIADEMA"
"13552030","ACCESORIOS CAB.INFANTIL RANAS"
"13552035","ACCESORIOS CAB.INFAN.COLETEROS"
"13552040","ACCESORIOS CAB.INFANTIL GOMAS"
"13561005","CUIDADO FACIAL"
"13561010","LIMPIEZA FACIAL"
"13561505","CHAMPU"
"13562010","GELES"
"13562015","JABONES DE MANOS"
"13562505","DESODORANTES FEMENINOS/UNISEX"
"13563005","LOCIONES, CREMAS, ACEITES"
"13563010","CUIDADO MANOS"
"13580505","GEL FAMILIAR CUIDADO"
"13580510","GEL FAMILIAR FRAGANCIA"
"13580515","GEL FAMILIAR SALUD"
"13580525","GEL FAMILIAR MENOS INGREDIENTE"
"13581005","GEL FEMENINO CUIDADO"
"13581010","GEL FEMENINO FRAGANCIA"
"13581510","GEL INFANTIL CUIDADO"
"13582005","GEL MASCULINO CUIDADO"
"13582010","GEL MASCULINO FRAGANCIA"
"13582505","FORMATO PETACA CUIDADO"
"13600505","DEO SPRAY PROTECCION"
"13600510","DEO SPRAY CUIDADO"
"13600515","DEO SPRAY ANTI MANCHAS"
"13600520","DEO SPRAY FRESCOR/FRAGANCIA"
"13601005","DEO ROLL ON PROTECCION"
"13601010","DEO ROLL ON CUIDADO"
"13601015","DEO ROLL ON ANTI MANCHAS"
"13601020","DEO ROLL ON FRESCOR/FRAGANCIA"
"13601025","DEO ROLL ON MENOS INGREDIENTES"
"13601505","DEO STICK PROTECCION"
"13601510","DEO STICK FRESCOR/FRAGANCIA"
"13610505","ESPONJA SINTETICA"
"13610510","ESPONJA TRATAMIENTO"
"13610515","ESPONJA NATURAL"
"13610520","ESPONJA DESECHABLE"
"13610525","ESPONJA INFANTIL"
"13611005","UTILES VARIOS"
"13611505","NECESER FEMENINO"
"13611510","NECESER MASCULINO"
"13611515","NECECER UNISEX"
"13620505","DEO SPRAY PROTECCION"
"13620510","DEO SPRAY CUIDADO"
"13620515","DEO SPRAY ANTI MANCHAS"
"13620520","DEO SPRAY FRESCOR/FRAGANCIA"
"13620525","DEO SPRAY MENOS INGREDIENTES"
"13621005","DEO ROLL ON PROTECCION"
"13621010","DEO ROLL ON CUIDADO"
"13621015","DEO ROLL ON ANTI MANCHAS"
"13621020","DEO ROLL ON FRESCOR/FRAGANCIA"
"13621025","DEO ROLL ON MENOS INGREDIENTES"
"13621505","DEO STICK PROTECCION"
"13621510","DEO STICK CUIDADO"
"13621515","DEO STICK FRESCOR/FRAGANCIA"
"13621525","DEO STICK MENOS INGREDIENTES"
"13622005","DEO CREMA CUIDADO"
"13622505","DEO FEMENINOS/UNISEX VARIOS"
"13630301","FAMILIAR"
"13630505","BODY SPLASH"
"13640505","JABON MANOS LIQUIDO CUIDADO"
"13640510","JABON MANOS LIQUIDO FRAGANCIA"
"13640515","JABON MANOS LIQUIDO INFANTIL"
"13641005","JABON MANOS PASTILLA CUIDADO"
"13641010","JABON MANOS PASTILLA FRAGANCIA"
"13641505","TOALLITAS"
"13642005","JABON MANOS VARIOS"
"13650101","FRAGANCIAS FEMENINAS REGULAR"
"13650103","FRAGANCIAS FEMENINAS ESTUCHE"
"13650501","FRAGANCIAS INFANTILES REGULAR"
"13660505","COLONIAS FRESCAS"
"13661005","LIMPIEZA"
"13661505","CHAMPU"
"13661510","ACONDICIONADOR"
"13661515","MASCARILLA"
"13662005","ESPUMA"
"13662010","LACA"
"13662015","GEL FIJADOR"
"13662505","GELES"
"13663005","DESODORANTES FEMENINOS"
"13663010","DESODORANTES MASCULINOS"
"13663505","LOCIONES Y CREMAS"
"13663510","CREMA DE MANOS"
"13664010","PROTECCION MEDIA"
"13664020","AFTERSUN"
"13664505","PRODUCTOS PREAFEITADO"
"13665015","LOTES"
"13665505","ASEO INTIMO"
"13666020","CHAMPU BEBE"
"13666510","CUIDADO MASCULINO"
"13667005","VARIOS"
"13671505","DISCOS DESMAQUILLANTES"
"13671510","TOALLITAS DESMAQUILLANTES"
"13671515","ACCESORIOS"
"13672005","GEL/JABON"
"13672010","LECHE/LOCION LIMPIADORA"
"13672015","TONICO LIMPIADOR"
"13672020","AGUA MICELAR"
"13672025","GEL EXFOLIANTE"
"13672030","DESMAQUILLANTE OJOS"
"13672035","MASCARILLA"
"13672503","CREMA DIA HIDRATANTE"
"13672506","CREMA DIA ANTIEDAD"
"13672509","CREMA DIA MANCHAS"
"13672512","CREMA BB/CC"
"13672515","CREMA NOCHE HIDRATANTE"
"13672518","CREMA NOCHE ANTIEDAD"
"13672521","CREMA NOCHE MANCHAS"
"13672524","SERUM HIDRATANTE"
"13672527","SERUM ANTIEDAD"
"13672530","SERUM ANTIMANCHAS"
"13672533","CONTORNO OJOS"
"13672536","MASCARILLA"
"13672539","PRODUCTOS FLASH"
"13680505","FRAGANCIAS MASCULINAS REGULAR"
"13680510","FRAGANCIAS MASCULINAS ESTUCHE"
"13690101","COLORETE"
"13690103","CORRECTORES"
"13690105","FONDO DE MAQUILLAJE"
"13690107","POLVOS"
"13690301","MÁSCARAS"
"13690303","PERFILADORES"
"13690305","SOMBRA"
"13690307","CEJAS"
"13690501","BARRA"
"13690503","BRILLO"
"13690505","PERFILADORES"
"13690701","LACA"
"13690703","TRATAMIENTO"
"13690901","ACCESORIOS DE MAQUILLAJE"
"13691101","ESTUCHES MAQUILLAJE"
"13720503","CREMAS TODO USO"
"13720506","CREMAS PIELES SECAS"
"13720509","CREMAS PERFUMADAS"
"13720512","LOCIONES ESENCIALES"
"13720515","LOCIONES PIELES SECAS"
"13720518","LOCIONES PIELES ATOPICAS"
"13720521","LOCIONES PERFUMADAS"
"13720524","LOCIONES REAFIRMANTES"
"13720527","GELES HIDRATANTES"
"13720530","ACONDICIONADORES DUCHA"
"13720533","ACEITES"
"13720536","MOUSSE HIDRATANTE"
"13721005","AUTOBRONCEADORES"
"13721505","CUIDADO LABIOS HIDRATACION"
"13721510","CUIDADO LABIOS OTROS"
"13722005","CUIDADO MANOS HIDRATACION"
"13722010","CUIDADO MANOS TRATAMIENTO"
"13722505","CUIDADO PIES HIDRATACION"
"13722510","CUIDADO PIES TRATAMIENTO"
"13722515","CUIDADO PIES DESODORANTES"
"13722520","CUIDADO PIES OTROS"
"13723005","ACCESORIOS FACIAL"
"13723010","ACCESORIOS LIMAS"
"13723015","ACCESORIOS TIJERAS Y ALICATES"
"13723020","OTROS ACCESORIOS"
"13723505","QUITAESMALTES"
"13724005","ANTICELULITICO"
"13724015","EXFOLIANTES"
"13724020","OTROS"
"13751003","MAQUINAS DE DEPILACION"
"13751009","CARGADORES"
"13751015","MAQUINILLAS DESECHABLES"
"13751021","QUIMICOS"
"13751027","QUIMICOS PIEL SENSIBLE"
"13751033","QUIMICOS FACIAL"
"13751505","BANDAS CUERPO"
"13751510","BANDAS CUERPO PIEL SENSIBLE"
"13751515","BANDAS FACIALES"
"13751520","BANDAS FACIALES PIEL SENSIBLE"
"13751525","CERA"
"13751530","CERA FACIAL"
"13752010","GELES Y ESPUMAS"
"13752505","MAQUINILLAS HOMBRE"
"13752510","QUIMICOS HOMBRE"
"13753005","DECOLORACION"
"13770501","PROTECCION ALTA ACEITE"
"13770505","PROTECCION ALTA LOCION"
"13770509","PROTECCION ALTA SPRAY"
"13770605","FACIAL LABIAL"
